Date : 2024-10-18 14:33:33
Directory : d:\panling\yuehua-plugin\src\main
Total : 214 files,  48629 codes, 2554 comments, 7388 blanks, all 58571 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\Interact.java                           | Java     |        382 |         11 |         32 |        425 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\InventorySlotChange.java                | Java     |        684 |        112 |         53 |        849 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\Join.java                               | Java     |        208 |          7 |         40 |        255 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\LevelChange.java                        | Java     |        170 |          5 |         19 |        194 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\Login.java                              | Java     |         23 |          0 |          7 |         30 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\Quit.java                               | Java     |         80 |          0 |         11 |         91 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\Swap.java                               | Java     |         14 |          0 |          3 |         17 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\event\player\Teleport.java                           | Java     |         13 |          0 |          4 |         17 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\Book.java                                  | Java     |        280 |          0 |         39 |        319 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\dz\Core.java                               | Java     |      3,959 |         61 |        703 |      4,723 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\dz\FuLing.java                             | Java     |        862 |         13 |         89 |        964 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\dz\Ingredient.java                         | Java     |        705 |         16 |         72 |        793 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\dz\TehuaShui.java                          | Java     |        316 |          0 |         82 |        398 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\dz\YuShi.java                              | Java     |      1,575 |         13 |        173 |      1,761 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\dz\YuanSu.java                             | Java     |        213 |          4 |         31 |        248 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\liandan\Dan.java                           | Java     |         78 |          1 |         19 |         98 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\liandan\Herb.java                          | Java     |        196 |          4 |         24 |        224 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\monsterzhuangbei\Boot.java                 | Java     |        177 |          0 |         30 |        207 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\monsterzhuangbei\Bow.java                  | Java     |         71 |          0 |         19 |         90 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\monsterzhuangbei\Chest.java                | Java     |        177 |          0 |         31 |        208 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\monsterzhuangbei\Helmet.java               | Java     |        109 |          0 |         27 |        136 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\monsterzhuangbei\Leg.java                  | Java     |         93 |          0 |         29 |        122 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\monsterzhuangbei\Weapon.java               | Java     |        469 |         20 |        144 |        633 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\other\Collection.java                      | Java     |        157 |          0 |         28 |        185 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\other\Feather.java                         | Java     |        225 |          0 |         26 |        251 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\other\Food.java                            | Java     |        642 |          7 |         63 |        712 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\other\FuBen.java                           | Java     |        140 |          2 |         17 |        159 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\other\Money.java                           | Java     |         94 |          0 |         22 |        116 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\other\MoneyLoot.java                       | Java     |        202 |          6 |         55 |        263 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\other\Other.java                           | Java     |         47 |          0 |         13 |         60 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\other\RaceProvince.java                    | Java     |         86 |          0 |         25 |        111 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\other\XP.java                              | Java     |        105 |          1 |         21 |        127 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\ArmorChest.java                  | Java     |        626 |          4 |         28 |        658 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\ArmorFeet.java                   | Java     |        617 |          4 |         28 |        649 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\ArmorHead.java                   | Java     |        626 |          4 |         57 |        687 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\ArmorLeg.java                    | Java     |        626 |          4 |         32 |        662 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\BiWeapon.java                    | Java     |        360 |          3 |         50 |        413 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\Fabao.java                       | Java     |        986 |         12 |         88 |      1,086 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\Shipin.java                      | Java     |      1,206 |          0 |        156 |      1,362 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\Weapon.java                      | Java     |        743 |         10 |         65 |        818 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\itemstack\zhuangbei\YiQi.java                        | Java     |        360 |          3 |         49 |        412 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\shilian\huancheng\HuanCheng.java                     | Java     |         77 |          1 |         20 |         98 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\Act.java                                      | Java     |        417 |          1 |        100 |        518 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\DataContainer.java                            | Java     |        186 |         18 |         57 |        261 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\DoJiNeng.java                                 | Java     |         44 |          0 |         19 |         63 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\Team.java                                     | Java     |         44 |          1 |          9 |         54 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActBiWeapon.java                          | Java     |          3 |          0 |          2 |          5 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActFabao.java                             | Java     |          3 |          0 |          2 |          5 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActFuling.java                            | Java     |        838 |          0 |        106 |        944 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActHujia.java                             | Java     |        166 |          6 |         48 |        220 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActShipin.java                            | Java     |          3 |          0 |          2 |          5 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActWeapon.java                            | Java     |          3 |          0 |          2 |          5 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActYiqi.java                              | Java     |          3 |          0 |          2 |          5 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\act\ActYuShi.java                             | Java     |      1,660 |          0 |        236 |      1,896 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\dz\Fabao.java                                 | Java     |         17 |          0 |          7 |         24 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\dz\LianDan.java                               | Java     |         29 |          0 |          8 |         37 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\dz\Shipin.java                                | Java     |         17 |          0 |          5 |         22 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\dz\TieJiangPu.java                            | Java     |         17 |          0 |          6 |         23 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\dz\Yiqi.java                                  | Java     |         17 |          0 |          5 |         22 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleMonsters\DoMonsterAttack.java           | Java     |         18 |          0 |          4 |         22 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleMonsters\DoMonsterAttackedObserver.java | Java     |         12 |          0 |          4 |         16 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoAttackObserver.java          | Java     |         12 |          0 |          3 |         15 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoAttackedObserver.java        | Java     |         41 |          0 |          6 |         47 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoBaojiObserver.java           | Java     |         12 |          0 |          4 |         16 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoCuredObserver.java           | Java     |         25 |          0 |          6 |         31 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoHitObserver.java             | Java     |         12 |          0 |          4 |         16 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoHuDunObserver.java           | Java     |          8 |          0 |          4 |         12 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoJiNengObservers.java         | Java     |          8 |          0 |          3 |         11 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoPlayerProjectile.java        | Java     |         14 |          0 |          5 |         19 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\system\handleObsevers\DoZhenfaObserver.java          | Java     |          8 |          0 |          3 |         11 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\task\hujia\Xiong1.java                               | Java     |         34 |          0 |          8 |         42 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\task\other\SaleTask.java                             | Java     |        105 |          1 |         16 |        122 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\Check.java                                     | Java     |         50 |          0 |         13 |         63 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\ComponentSet.java                              | Java     |         37 |          0 |         14 |         51 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\Cure.java                                      | Java     |         77 |          4 |         20 |        101 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\Damage.java                                    | Java     |        103 |         12 |         40 |        155 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\GetEntity.java                                 | Java     |      8,059 |        925 |        695 |      9,679 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\LocationCheck.java                             | Java     |        154 |          0 |         17 |        171 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\LocationSet.java                               | Java     |         84 |          1 |          4 |         89 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\MoveEntity.java                                | Java     |         34 |         14 |         22 |         70 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\MySocket.java                                  | Java     |         98 |          0 |         16 |        114 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\PlaySound.java                                 | Java     |         93 |          0 |         34 |        127 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\SQL.java                                       | Java     |      1,330 |         33 |        231 |      1,594 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\TcpServer.java                                 | Java     |         59 |          8 |         12 |         79 |
| d:\panling\yuehua-plugin\src\main\java\com\xiaoxiaoowo\yuehua\utils\ZeroAttributeModifier.java                     | Java     |         33 |          0 |          9 |         42 |
| d:\panling\yuehua-plugin\src\main\resources\plugin.yml                                                             | YAML     |         82 |          0 |          1 |         83 |
| Total                                                                                                              |          |     48,629 |      2,554 |      7,388 |     58,571 |
+--------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
